review_group_key,raw_specialty_labels,normalized_specialty_slug,normalized_specialty_title,raw_topic_labels,normalized_topic_label,normalized_topic_slug,canonical_topic_node_slug,canonical_topic_node_id,question_count,is_high_frequency_topic,mapping_confidence,review_reason,suggested_action,mapping_method,review_override_reason,representative_question_ids,quality_notes
orthobullets::pediatrics::pelvis-fractures-pediatric::accepted,Pediatrics,pediatrics,Pediatrics,Pelvis Fractures - Pediatric,Pelvis Fractures - Pediatric,pelvis-fractures-pediatric,pediatrics-pelvis-fractures-pediatric,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-212 | OBQ15-13 | OBQ18-35.1 | OBQ19-199 | OBQ22-96 | SBQ04PE-53 | SBQ13PE-109,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::posteromedial-tibial-bowing::accepted,Pediatrics,pediatrics,Pediatrics,Posteromedial Tibial Bowing,Posteromedial Tibial Bowing,posteromedial-tibial-bowing,pediatrics-posteromedial-tibial-bowing,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-23 | OBQ08-11 | OBQ15-86 | OBQ16-129 | OBQ22-100 | SBQ13PE-112 | SBQ25PE-62,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::proximal-tibia-metaphyseal-fractures-pediatric::accepted,Pediatrics,pediatrics,Pediatrics,Proximal Tibia Metaphyseal Fractures - Pediatric,Proximal Tibia Metaphyseal Fractures - Pediatric,proximal-tibia-metaphyseal-fractures-pediatric,pediatrics-proximal-tibia-metaphyseal-fractures-pediatric,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-179 | OBQ10-177 | OBQ16-104 | OBQ17-153 | OBQ22-98 | SBQ04PE-61 | SBQ25PE-48,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::tillaux-fractures::accepted,Pediatrics,pediatrics,Pediatrics,Tillaux Fractures,Tillaux Fractures,tillaux-fractures,pediatrics-tillaux-fractures,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-102 | OBQ12-223 | OBQ17-132 | OBQ21-26 | SBQ12FA-73 | SBQ22PE-90 | SBQ25PE-43,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::ligaments-the-knee::accepted,Recon,recon,Recon,Ligaments the Knee,Ligaments the Knee,ligaments-the-knee,recon-ligaments-the-knee,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-239 | OBQ12-113 | OBQ12-257 | OBQ13-248 | OBQ15-275 | OBQ20-59 | SBQ21SM-100,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-postoperative-inpatient-management::accepted,Recon,recon,Recon,TKA Postoperative Inpatient Management,TKA Postoperative Inpatient Management,tka-postoperative-inpatient-management,recon-tka-postoperative-inpatient-management,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-109 | OBQ12-225 | OBQ18-124 | OBQ19-37 | OBQ19-50 | OBQ21-173 | SBQ24HK-17,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::pectoralis-major-rupture::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Pectoralis Major Rupture,Pectoralis Major Rupture,pectoralis-major-rupture,shoulder-elbow-pectoralis-major-rupture,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-249 | OBQ07-49 | OBQ16-26 | OBQ22-114 | OBQ23-71 | SBQ05UE-11 | SBQ24SE-89,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::juvenile-idiopathic-scoliosis::accepted,Spine,spine,Spine,Juvenile Idiopathic Scoliosis,Juvenile Idiopathic Scoliosis,juvenile-idiopathic-scoliosis,spine-juvenile-idiopathic-scoliosis,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ18-40 | OBQ20-146 | OBQ21-87 | SBQ13PE-25 | SBQ13PE-35 | SBQ13PE-50 | SBQ25PE-9,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::low-back-pain::accepted,Spine,spine,Spine,Low Back Pain,Low Back Pain,low-back-pain,spine-low-back-pain,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-116 | OBQ10-215 | OBQ11-119 | OBQ19-145.1 | OBQ20-138 | SBQ12SP-19 | SBQ12SP-47,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::rheumatoid-cervical-spondylitis::accepted,Spine,spine,Spine,Rheumatoid Cervical Spondylitis,Rheumatoid Cervical Spondylitis,rheumatoid-cervical-spondylitis,spine-rheumatoid-cervical-spondylitis,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-48 | OBQ06-146 | OBQ19-143 | OBQ19-232 | SBQ12SP-52 | SBQ18SP-10 | SBQ18SP-9,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::spinal-cord-monitoring::accepted,Spine,spine,Spine,Spinal Cord Monitoring,Spinal Cord Monitoring,spinal-cord-monitoring,spine-spinal-cord-monitoring,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-233 | OBQ18-46 | OBQ20-157 | OBQ20-158 | OBQ21-145 | SBQ04PE-87 | SBQ12SP-2,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::thoracic-disc-herniation::accepted,Spine,spine,Spine,Thoracic Disc Herniation,Thoracic Disc Herniation,thoracic-disc-herniation,spine-thoracic-disc-herniation,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-168 | OBQ07-131 | OBQ09-190 | OBQ23-79 | SBQ12SP-59 | SBQ12SP-81 | SBQ12SP-98,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::hip-dislocation::accepted,Trauma,trauma,Trauma,Hip Dislocation,Hip Dislocation,hip-dislocation,trauma-hip-dislocation,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-128 | OBQ08-200 | OBQ16-114 | OBQ20-112 | SBQ12TR-42 | SBQ12TR-89 | SBQ23TR-12,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::monteggia-fractures::accepted,Trauma,trauma,Trauma,Monteggia Fractures,Monteggia Fractures,monteggia-fractures,trauma-monteggia-fractures,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-264 | OBQ10-240 | OBQ22-131 | SBQ09TR-93.2 | SBQ19SE-51 | SBQ21H-26 | SBQ24HW-34,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::trauma-scoring-systems::accepted,Trauma,trauma,Trauma,Trauma Scoring Systems,Trauma Scoring Systems,trauma-scoring-systems,trauma-trauma-scoring-systems,,7,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-121 | OBQ05-175 | OBQ07-106 | OBQ09-205 | OBQ12-79 | SBQ12TR-93 | SBQ18TR-40,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::clinical-billing::accepted,Basic Science,basic-science,Basic Science,Clinical Billing,Clinical Billing,clinical-billing,basic-science-clinical-billing,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-64 | OBQ11-256 | OBQ17-112 | OBQ17-31 | OBQ17-55 | OBQ18-268,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::endochondral-bone-formation::accepted,Basic Science,basic-science,Basic Science,Endochondral Bone Formation,Endochondral Bone Formation,endochondral-bone-formation,basic-science-endochondral-bone-formation,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-113 | OBQ07-191 | OBQ07-201 | OBQ09-215 | OBQ10-146 | OBQ12-123,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::immunology::accepted,Basic Science,basic-science,Basic Science,Immunology,Immunology,immunology,basic-science-immunology,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-228 | OBQ08-104 | OBQ09-132 | OBQ13-40 | OBQ14-192 | OBQ21-69,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::molecular-biology-basics::accepted,Basic Science,basic-science,Basic Science,Molecular Biology Basics,Molecular Biology Basics,molecular-biology-basics,basic-science-molecular-biology-basics,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-195 | OBQ04-199 | OBQ05-122 | OBQ07-157 | OBQ07-178 | SBQ18BS-40,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::tarsal-tunnel-syndrome::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Tarsal Tunnel Syndrome,Tarsal Tunnel Syndrome,tarsal-tunnel-syndrome,foot-ankle-tarsal-tunnel-syndrome,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ14-105 | OBQ22-84 | OBQ24-115 | SBQ12FA-33 | SBQ12FA-43 | SBQ12FA-47,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::turf-toe::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Turf Toe,Turf Toe,turf-toe,foot-ankle-turf-toe,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ15-93 | OBQ16-158 | OBQ18-111 | SBQ22FA-31 | SBQ22FA-74 | SBQ22FA-75,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::high-pressure-injection-injuries::accepted,Hand,hand,Hand,High-Pressure Injection Injuries,High - Pressure Injection Injuries,high-pressure-injection-injuries,hand-high-pressure-injection-injuries,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-97 | OBQ13-48 | OBQ19-78 | OBQ20-48 | OBQ22-35 | SBQ24HW-42,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::polydactyly-hand::accepted,Hand,hand,Hand,Polydactyly Hand,Polydactyly Hand,polydactyly-hand,hand-polydactyly-hand,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-146 | OBQ09-54 | OBQ10-151 | OBQ15-229 | OBQ22-181 | SBQ21H-67,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::raynaud-s-syndrome::accepted,Hand,hand,Hand,Raynaud's Syndrome,Raynaud's Syndrome,raynaud-s-syndrome,hand-raynaud-s-syndrome,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ16-133 | OBQ18-145 | OBQ19-80 | SBQ17SE-34 | SBQ24HW-32 | SBQ24HW-76,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::scaphoid-fracture-nonunion::accepted,Hand,hand,Hand,Scaphoid Fracture Nonunion,Scaphoid Fracture Nonunion,scaphoid-fracture-nonunion,hand-scaphoid-fracture-nonunion,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-127 | OBQ16-103 | OBQ23-140 | SBQ17SE-77 | SBQ21H-19 | SBQ21H-94,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::scapholunate-ligament-injury-and-disi::accepted,Hand,hand,Hand,Scapholunate Ligament Injury & DISI,Scapholunate Ligament Injury & DISI,scapholunate-ligament-injury-and-disi,hand-scapholunate-ligament-injury-and-disi,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,SBQ07SM-38 | SBQ17SE-88 | SBQ21H-16 | SBQ21H-6 | SBQ24HW-100 | SBQ24HW-78,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::thumb-collateral-ligament-injury::accepted,Hand,hand,Hand,Thumb Collateral Ligament Injury,Thumb Collateral Ligament Injury,thumb-collateral-ligament-injury,hand-thumb-collateral-ligament-injury,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-213 | OBQ15-246 | OBQ16-140 | OBQ21-37 | SBQ17SE-78 | SBQ23PA-72,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::hemangioma-soft-tissue::accepted,Pathology,pathology,Pathology,Hemangioma Soft Tissue,Hemangioma Soft Tissue,hemangioma-soft-tissue,pathology-hemangioma-soft-tissue,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-13 | OBQ06-119 | OBQ17-197 | OBQ19-17 | OBQ19-19 | SBQ25FD-49,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::lipomas::accepted,Pathology,pathology,Pathology,Lipomas,Lipomas,lipomas,pathology-lipomas,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-254 | OBQ09-27 | OBQ13-210 | OBQ14-127 | OBQ18-132 | SBQ12FA-44,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::myositis-ossificans::accepted,Pathology,pathology,Pathology,Myositis Ossificans,Myositis Ossificans,myositis-ossificans,pathology-myositis-ossificans,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ11-176 | OBQ13-52 | OBQ13-79 | OBQ19-11 | OBQ19-12 | SBQ20BS-17,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::undifferentiated-pleomorphic-sarcoma::accepted,Pathology,pathology,Pathology,Undifferentiated Pleomorphic Sarcoma,Undifferentiated Pleomorphic Sarcoma,undifferentiated-pleomorphic-sarcoma,pathology-undifferentiated-pleomorphic-sarcoma,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-4 | OBQ18-135 | OBQ21-111 | OBQ23-111 | SBQ20BS-7 | SBQ25FD-35,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::adolescent-blount-s-disease::accepted,Pediatrics,pediatrics,Pediatrics,Adolescent Blount's Disease,Adolescent Blount's Disease,adolescent-blount-s-disease,pediatrics-adolescent-blount-s-disease,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ12-21.1 | OBQ14-219 | OBQ21-131 | SBQ22PE-83 | SBQ22PE-92 | SBQ25PE-11,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::arthrogryposis::accepted,Pediatrics,pediatrics,Pediatrics,Arthrogryposis,Arthrogryposis,arthrogryposis,pediatrics-arthrogryposis,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-30 | SBQ04PE-90 | SBQ04PE-99 | SBQ13PE-87 | SBQ25PE-21 | SBQ25PE-50,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::fibular-deficiency-anteromedial-bowing::accepted,Pediatrics,pediatrics,Pediatrics,Fibular Deficiency (anteromedial bowing),Fibular Deficiency (anteromedial bowing),fibular-deficiency-anteromedial-bowing,pediatrics-fibular-deficiency-anteromedial-bowing,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ14-64 | OBQ15-174 | OBQ18-48 | OBQ22-95 | SBQ13PE-5 | SBQ25PE-40,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::pediatric-trauma-evaluation-and-management::accepted,Pediatrics,pediatrics,Pediatrics,Pediatric Trauma Evaluation & Management,Pediatric Trauma Evaluation & Management,pediatric-trauma-evaluation-and-management,pediatrics-pediatric-trauma-evaluation-and-management,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-192 | OBQ10-34 | OBQ11-62 | OBQ13-29 | OBQ19-245 | SBQ04PE-85,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::radial-head-and-neck-fractures-pediatric::accepted,Pediatrics,pediatrics,Pediatrics,Radial Head and Neck Fractures - Pediatric,Radial Head and Neck Fractures - Pediatric,radial-head-and-neck-fractures-pediatric,pediatrics-radial-head-and-neck-fractures-pediatric,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-171 | OBQ08-154 | OBQ11-198 | OBQ13-266 | OBQ16-81 | SBQ22PE-12,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tha-acetabular-screw-fixation::accepted,Recon,recon,Recon,THA Acetabular Screw Fixation,THA Acetabular Screw Fixation,tha-acetabular-screw-fixation,recon-tha-acetabular-screw-fixation,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-160 | OBQ11-5 | OBQ11-92 | SBQ21RCN-43 | SBQ21RCN-6 | SBQ24HK-90,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tha-implant-fixation::accepted,Recon,recon,Recon,THA Implant Fixation,THA Implant Fixation,tha-implant-fixation,recon-tha-implant-fixation,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-253 | OBQ05-17 | OBQ05-261 | OBQ08-16 | SBQ21RCN-10 | SBQ24HK-37,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-in-patella-baja-prior-hto::accepted,Recon,recon,Recon,TKA in Patella Baja (Prior HTO),TKA in Patella Baja (Prior HTO),tka-in-patella-baja-prior-hto,recon-tka-in-patella-baja-prior-hto,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-2 | OBQ08-221 | SBQ07HK-13 | SBQ07HK-24 | SBQ07HK-58.1 | SBQ16SM-86,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-wound-complications::accepted,Recon,recon,Recon,TKA Wound Complications,TKA Wound Complications,tka-wound-complications,recon-tka-wound-complications,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-103 | OBQ19-52 | OBQ19-53 | OBQ23-157 | SBQ16HK-5 | SBQ21RCN-49,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::calcific-tendonitis::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Calcific Tendonitis,Calcific Tendonitis,calcific-tendonitis,shoulder-elbow-calcific-tendonitis,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-187 | OBQ16-213 | OBQ23-47 | SBQ19SE-60 | SBQ19SE-61 | SBQ24SE-1,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::little-league-elbow::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Little League Elbow,Little League Elbow,little-league-elbow,shoulder-elbow-little-league-elbow,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-129 | OBQ12-151 | OBQ15-112 | OBQ19-220 | SBQ19SE-34 | SBQ19SE-35,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::osteochondritis-dissecans-elbow::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Osteochondritis Dissecans Elbow,Osteochondritis Dissecans Elbow,osteochondritis-dissecans-elbow,shoulder-elbow-osteochondritis-dissecans-elbow,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-258 | OBQ20-39 | SBQ19SE-44 | SBQ21SE-41 | SBQ22PE-78 | SBQ24SM-98,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::cervical-spine-trauma-evaluation::accepted,Spine,spine,Spine,Cervical Spine Trauma Evaluation,Cervical Spine Trauma Evaluation,cervical-spine-trauma-evaluation,spine-cervical-spine-trauma-evaluation,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ12-140 | OBQ15-225 | OBQ18-47 | OBQ20-180 | SBQ09SN-83.1 | SBQ12SP-67,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::chance-fracture-flexion-distraction-injury::accepted,Spine,spine,Spine,Chance Fracture (Flexion- Distraction Injury),Chance Fracture (Flexion - Distraction Injury),chance-fracture-flexion-distraction-injury,spine-chance-fracture-flexion-distraction-injury,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-24 | OBQ07-253 | OBQ20-184 | SBQ04PE-89 | SBQ22PE-14 | SBQ22PE-86,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::discogenic-back-pain::accepted,Spine,spine,Spine,Discogenic Back Pain,Discogenic Back Pain,discogenic-back-pain,spine-discogenic-back-pain,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ12-170 | OBQ14-205 | OBQ15-35 | OBQ15-7 | SBQ09SP-1 | SBQ12SP-87,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::synovial-facet-cyst::accepted,Spine,spine,Spine,Synovial Facet Cyst,Synovial Facet Cyst,synovial-facet-cyst,spine-synovial-facet-cyst,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-139 | OBQ12-167 | OBQ14-68 | OBQ18-187 | SBQ09SN-11.1 | SBQ09SP-11,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::clavicle-fractures-distal::accepted,Trauma,trauma,Trauma,Clavicle Fractures - Distal,Clavicle Fractures - Distal,clavicle-fractures-distal,trauma-clavicle-fractures-distal,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ12-202 | SBQ19SE-27 | SBQ21SE-70 | SBQ23TR-33 | SBQ24SE-28 | SBQ24SE-29,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::hand-and-forearm-compartment-syndrome::accepted,Trauma,trauma,Trauma,Hand & Forearm Compartment Syndrome,Hand & Forearm Compartment Syndrome,hand-and-forearm-compartment-syndrome,trauma-hand-and-forearm-compartment-syndrome,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ21-71 | SBQ17SE-14 | SBQ21H-44 | SBQ21H-84 | SBQ24HW-25 | SBQ24SE-10,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::proximal-humerus-fracture-nonunion-and-malunion::accepted,Trauma,trauma,Trauma,Proximal Humerus Fracture Nonunion and Malunion,Proximal Humerus Fracture Nonunion and Malunion,proximal-humerus-fracture-nonunion-and-malunion,trauma-proximal-humerus-fracture-nonunion-and-malunion,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-104 | OBQ06-133.1 | OBQ06-206 | SBQ21SE-11 | SBQ24SE-33 | SBQ24SE-84,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::talus-fracture-other-than-neck::accepted,Trauma,trauma,Trauma,Talus Fracture (other than neck),Talus Fracture (other than neck),talus-fracture-other-than-neck,trauma-talus-fracture-other-than-neck,,6,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-154 | OBQ17-134 | OBQ22-126 | SBQ20FA-3 | SBQ22FA-16 | SBQ22FA-33,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::cartilage::accepted,Basic Science,basic-science,Basic Science,Cartilage,Cartilage,cartilage,basic-science-cartilage,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-250 | OBQ17-2 | OBQ20-166 | SBQ25FD-36 | SBQ25FD-70,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::fat-embolism-syndrome::accepted,Basic Science,basic-science,Basic Science,Fat Embolism Syndrome,Fat Embolism Syndrome,fat-embolism-syndrome,basic-science-fat-embolism-syndrome,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-147 | OBQ05-194 | OBQ06-62 | OBQ09-214 | OBQ22-125,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::pth-and-vit-d-physiology::accepted,Basic Science,basic-science,Basic Science,PTH & Vit D Physiology,PTH & Vit D Physiology,pth-and-vit-d-physiology,basic-science-pth-and-vit-d-physiology,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-18 | OBQ17-81 | OBQ21-178 | OBQ23-163 | SBQ23TR-59,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::anterior-tibialis-tendon-rupture::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Anterior Tibialis Tendon Rupture,Anterior Tibialis Tendon Rupture,anterior-tibialis-tendon-rupture,foot-ankle-anterior-tibialis-tendon-rupture,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ11-55 | OBQ14-16 | OBQ18-109 | SBQ12FA-14 | SBQ25FA-55,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::foot-puncture-wounds::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Foot Puncture Wounds,Foot Puncture Wounds,foot-puncture-wounds,foot-ankle-foot-puncture-wounds,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-273 | OBQ18-30 | SBQ12FA-51 | SBQ12FA-72 | SBQ12FA-80,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::hammer-toe::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Hammer Toe,Hammer Toe,hammer-toe,foot-ankle-hammer-toe,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-184 | OBQ22-71 | SBQ12FA-36 | SBQ18FA-7 | SBQ22FA-30,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::tibiotalar-impingement::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Tibiotalar Impingement,Tibiotalar Impingement,tibiotalar-impingement,foot-ankle-tibiotalar-impingement,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-126 | OBQ08-198 | OBQ12-194 | OBQ17-154 | OBQ17-168,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::ain-compressive-neuropathy::accepted,Hand,hand,Hand,AIN Compressive Neuropathy,AIN Compressive Neuropathy,ain-compressive-neuropathy,hand-ain-compressive-neuropathy,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ16-246 | SBQ21H-25 | SBQ21H-61 | SBQ24HW-29 | SBQ24HW-86,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::base-thumb-fractures::accepted,Hand,hand,Hand,Base Thumb Fractures,Base Thumb Fractures,base-thumb-fractures,hand-base-thumb-fractures,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-91 | OBQ19-91 | SBQ17SE-15 | SBQ21H-56 | SBQ21H-79,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::congenital-radial-ulnar-synostosis::accepted,Hand,hand,Hand,Congenital Radial Ulnar Synostosis,Congenital Radial Ulnar Synostosis,congenital-radial-ulnar-synostosis,hand-congenital-radial-ulnar-synostosis,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-140 | OBQ14-62 | OBQ15-21 | OBQ15-252 | SBQ04PE-76,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::de-quervain-s-tenosynovitis::accepted,Hand,hand,Hand,De Quervain's Tenosynovitis,De Quervain's Tenosynovitis,de-quervain-s-tenosynovitis,hand-de-quervain-s-tenosynovitis,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-9 | OBQ12-253 | OBQ23-142 | SBQ17SE-18 | SBQ24SM-76,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::extensor-tendon-injuries::accepted,Hand,hand,Hand,Extensor Tendon Injuries,Extensor Tendon Injuries,extensor-tendon-injuries,hand-extensor-tendon-injuries,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ16-245 | OBQ16-48 | OBQ17-34 | SBQ17SE-49 | SBQ24HW-72,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::hypothenar-hammer-syndrome::accepted,Hand,hand,Hand,Hypothenar Hammer Syndrome,Hypothenar Hammer Syndrome,hypothenar-hammer-syndrome,hand-hypothenar-hammer-syndrome,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-37 | OBQ14-75 | SBQ21H-18 | SBQ24HW-53 | SBQ24HW-58,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::jersey-finger::accepted,Hand,hand,Hand,Jersey Finger,Jersey Finger,jersey-finger,hand-jersey-finger,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-246 | OBQ06-52 | OBQ22-22 | SBQ17SE-57 | SBQ21H-4,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::pin-compression-syndrome::accepted,Hand,hand,Hand,PIN Compression Syndrome,PIN Compression Syndrome,pin-compression-syndrome,hand-pin-compression-syndrome,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ12-274 | OBQ18-154 | SBQ17SE-44 | SBQ17SE-90 | SBQ23PA-31,specialty:csv-normalized | topic:source-normalized
