review_group_key,raw_specialty_labels,normalized_specialty_slug,normalized_specialty_title,raw_topic_labels,normalized_topic_label,normalized_topic_slug,canonical_topic_node_slug,canonical_topic_node_id,question_count,is_high_frequency_topic,mapping_confidence,review_reason,suggested_action,mapping_method,review_override_reason,representative_question_ids,quality_notes
orthobullets::trauma::intertrochanteric-fractures::accepted,Trauma,trauma,Trauma,Intertrochanteric Fractures,Intertrochanteric Fractures,intertrochanteric-fractures,trauma-intertrochanteric-fractures,,40,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-161 | OBQ05-210 | OBQ05-262 | OBQ06-157 | OBQ07-153 | OBQ07-246 | OBQ08-138 | OBQ09-222 | OBQ09-233 | OBQ09-3,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::slipped-capital-femoral-epiphysis-scfe::accepted,Pediatrics,pediatrics,Pediatrics,Slipped Capital Femoral Epiphysis (SCFE),Slipped Capital Femoral Epiphysis (SCFE),slipped-capital-femoral-epiphysis-scfe,pediatrics-slipped-capital-femoral-epiphysis-scfe,,38,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-165 | OBQ04-67 | OBQ04-83 | OBQ05-125 | OBQ05-162 | OBQ05-60 | OBQ06-183 | OBQ07-187 | OBQ07-2 | OBQ07-75,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::distal-biceps-avulsion::accepted,Elbow | Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Distal Biceps Avulsion,Distal Biceps Avulsion,distal-biceps-avulsion,shoulder-elbow-distal-biceps-avulsion,,38,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-151 | OBQ08-128 | OBQ08-75 | OBQ08-83 | OBQ09-96 | OBQ11-170 | OBQ11-213 | OBQ12-204 | OBQ14-131 | OBQ19-104,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tha-revision::accepted,Recon,recon,Recon,THA Revision,THA Revision,tha-revision,recon-tha-revision,,37,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-174 | OBQ08-148 | OBQ08-217 | OBQ10-187 | OBQ10-7.1 | OBQ12-149 | OBQ12-16 | OBQ12-17 | OBQ12-50 | OBQ12-67,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-prosthesis-design::accepted,Recon,recon,Recon,TKA Prosthesis Design,TKA Prosthesis Design,tka-prosthesis-design,recon-tka-prosthesis-design,,36,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-143 | OBQ05-265 | OBQ07-28 | OBQ07-46 | OBQ10-201 | OBQ11-126 | OBQ12-92 | OBQ13-183.1 | OBQ14-102 | OBQ17-187,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::medial-ulnar-collateral-ligament-injury::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Medial Ulnar Collateral Ligament Injury,Medial Ulnar Collateral Ligament Injury,medial-ulnar-collateral-ligament-injury,shoulder-elbow-medial-ulnar-collateral-ligament-injury,,36,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-119 | OBQ08-242 | OBQ08-247 | OBQ09-105 | OBQ10-212 | OBQ10-216 | OBQ12-86 | OBQ13-158 | OBQ14-101 | OBQ14-116,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::lumbar-spinal-stenosis::accepted,Spine,spine,Spine,Lumbar Spinal Stenosis,Lumbar Spinal Stenosis,lumbar-spinal-stenosis,spine-lumbar-spinal-stenosis,,36,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-5 | OBQ05-167 | OBQ06-124 | OBQ07-94 | OBQ08-209 | OBQ08-256 | OBQ09-148 | OBQ10-249.1 | OBQ12-44.1 | OBQ13-190,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::diabetic-foot-ulcers::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Diabetic Foot Ulcers,Diabetic Foot Ulcers,diabetic-foot-ulcers,foot-ankle-diabetic-foot-ulcers,,35,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-84 | OBQ05-20 | OBQ06-117 | OBQ06-158 | OBQ06-224 | OBQ06-54 | OBQ07-125 | OBQ07-90 | OBQ08-253.1 | OBQ09-104,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::pediatric-abuse::accepted,Pediatrics,pediatrics,Pediatrics,Pediatric Abuse,Pediatric Abuse,pediatric-abuse,pediatrics-pediatric-abuse,,35,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-230 | OBQ05-160 | OBQ05-37 | OBQ06-44 | OBQ06-98 | OBQ07-215 | OBQ07-73 | OBQ08-2 | OBQ08-79 | OBQ09-93,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::adolescent-idiopathic-scoliosis::accepted,Spine,spine,Spine,Adolescent Idiopathic Scoliosis,Adolescent Idiopathic Scoliosis,adolescent-idiopathic-scoliosis,spine-adolescent-idiopathic-scoliosis,,35,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-144 | OBQ06-17 | OBQ06-35 | OBQ07-79 | OBQ11-49 | OBQ12-144 | OBQ12-176 | OBQ12-178 | OBQ12-70 | OBQ13-61,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::material-properties::accepted,Basic Science,basic-science,Basic Science,Material Properties,Material Properties,material-properties,basic-science-material-properties,,34,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-181 | OBQ04-202 | OBQ04-63 | OBQ05-183 | OBQ05-59 | OBQ06-211 | OBQ08-191 | OBQ08-243 | OBQ08-259 | OBQ09-115,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::orthopaedic-implants::accepted,Basic Science,basic-science,Basic Science,Orthopaedic Implants,Orthopaedic Implants,orthopaedic-implants,basic-science-orthopaedic-implants,,34,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-114 | OBQ05-141 | OBQ05-275 | OBQ06-172 | OBQ06-185 | OBQ06-191 | OBQ06-237 | OBQ06-244 | OBQ06-264 | OBQ07-188,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::rheumatoid-arthritis::accepted,Basic Science,basic-science,Basic Science,Rheumatoid Arthritis,Rheumatoid Arthritis,rheumatoid-arthritis,basic-science-rheumatoid-arthritis,,34,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-128 | OBQ05-143 | OBQ05-151 | OBQ06-144 | OBQ09-162 | OBQ09-179 | OBQ09-274 | OBQ10-263 | OBQ10-4 | OBQ10-83,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::hallux-rigidus-mtp-joint-arthritis::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Hallux Rigidus (MTP joint arthritis),Hallux Rigidus (MTP joint arthritis),hallux-rigidus-mtp-joint-arthritis,foot-ankle-hallux-rigidus-mtp-joint-arthritis,,34,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-75 | OBQ05-58 | OBQ07-248 | OBQ07-9 | OBQ08-132 | OBQ10-238 | OBQ10-272 | OBQ10-91 | OBQ11-247 | OBQ13-175,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::lisfranc-injury::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Lisfranc Injury,Lisfranc Injury,lisfranc-injury,foot-ankle-lisfranc-injury,,34,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-1 | OBQ06-100 | OBQ06-132 | OBQ07-103 | OBQ08-139 | OBQ08-222 | OBQ09-244 | OBQ11-185 | OBQ12-13 | OBQ13-167,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::meniscal-tears::accepted,Knee & Sports | Sports,knee-sports,Knee & Sports,Meniscal Tears,Meniscal Tears,meniscal-tears,knee-sports-meniscal-tears,,32,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-270 | OBQ05-260 | OBQ06-88 | OBQ06-9 | OBQ07-192 | OBQ10-90 | OBQ11-93 | OBQ13-257 | OBQ13-265 | OBQ14-159,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::conventional-intramedullary-osteosarcoma::accepted,Pathology,pathology,Pathology,Conventional Intramedullary Osteosarcoma,Conventional Intramedullary Osteosarcoma,conventional-intramedullary-osteosarcoma,pathology-conventional-intramedullary-osteosarcoma,,32,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-164 | OBQ04-39 | OBQ05-120 | OBQ06-197 | OBQ06-243 | OBQ06-78 | OBQ07-121.1 | OBQ07-63 | OBQ08-159 | OBQ08-46,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::wear-and-osteolysis-basic-science::accepted,Recon,recon,Recon,Wear & Osteolysis Basic Science,Wear & Osteolysis Basic Science,wear-and-osteolysis-basic-science,recon-wear-and-osteolysis-basic-science,,32,TRUE,0.970,,Accepted via manual review override.,reviewed,manually_reviewed_valid_topic,OBQ04-196 | OBQ04-92 | OBQ05-146 | OBQ05-63 | OBQ06-220 | OBQ06-46 | OBQ07-11 | OBQ07-145 | OBQ07-205 | OBQ07-236,override:manually_reviewed_valid_topic | specialty:csv-normalized | topic:source-normalized
orthobullets::spine::adult-spinal-deformity::accepted,Spine,spine,Spine,Adult Spinal Deformity,Adult Spinal Deformity,adult-spinal-deformity,spine-adult-spinal-deformity,,32,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-59.1 | OBQ09-20 | OBQ10-221 | OBQ11-101 | OBQ11-25 | OBQ12-77 | OBQ14-249 | OBQ17-126 | OBQ17-194 | OBQ18-235,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::femoral-shaft-fractures-pediatric::accepted,Pediatrics,pediatrics,Pediatrics,Femoral Shaft Fractures - Pediatric,Femoral Shaft Fractures - Pediatric,femoral-shaft-fractures-pediatric,pediatrics-femoral-shaft-fractures-pediatric,,31,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-186 | OBQ04-192 | OBQ04-206 | OBQ06-77 | OBQ11-106 | OBQ11-12 | OBQ11-43 | OBQ12-119 | OBQ16-92 | OBQ17-110,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::femoroacetabular-impingement-fai::accepted,Knee & Sports,knee-sports,Knee & Sports,Femoroacetabular Impingement (FAI),Femoroacetabular Impingement (FAI),femoroacetabular-impingement-fai,knee-sports-femoroacetabular-impingement-fai,,30,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ11-259 | OBQ16-184 | OBQ17-145 | OBQ17-74.1 | OBQ18-18 | OBQ18-34 | OBQ19-108 | OBQ20-108 | OBQ21-149 | OBQ21-16,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::patellar-instability::accepted,Knee & Sports,knee-sports,Knee & Sports,Patellar Instability,Patellar Instability,patellar-instability,knee-sports-patellar-instability,,30,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-46 | OBQ07-112 | OBQ07-30 | OBQ08-49 | OBQ10-188 | OBQ11-188 | OBQ12-72 | OBQ15-181 | OBQ16-264 | OBQ18-157,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::hip-septic-arthritis-pediatric::accepted,Pediatrics,pediatrics,Pediatrics,Hip Septic Arthritis - Pediatric,Hip Septic Arthritis - Pediatric,hip-septic-arthritis-pediatric,pediatrics-hip-septic-arthritis-pediatric,,30,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-159 | OBQ04-242 | OBQ06-121 | OBQ08-180 | OBQ08-68 | OBQ09-151 | OBQ09-158 | OBQ10-243 | OBQ11-162 | OBQ11-21,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-revision::accepted,Recon,recon,Recon,TKA Revision,TKA Revision,tka-revision,recon-tka-revision,,29,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-2 | OBQ08-212 | OBQ11-146 | OBQ13-44 | OBQ13-76 | OBQ14-59 | OBQ15-264 | OBQ17-150 | OBQ17-190 | OBQ19-32,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::concussions-mild-traumatic-brain-injury::accepted,Knee & Sports,knee-sports,Knee & Sports,Concussions (Mild Traumatic Brain Injury),Concussions (Mild Traumatic Brain Injury),concussions-mild-traumatic-brain-injury,knee-sports-concussions-mild-traumatic-brain-injury,,28,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-254 | OBQ11-124 | OBQ12-60 | OBQ14-99 | OBQ15-83 | OBQ16-42 | OBQ17-177 | OBQ20-140 | OBQ20-98 | OBQ21-56,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::giant-cell-tumor::accepted,Pathology,pathology,Pathology,Giant Cell Tumor,Giant Cell Tumor,giant-cell-tumor,pathology-giant-cell-tumor,,28,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-22 | OBQ05-203 | OBQ05-240 | OBQ06-114 | OBQ06-73 | OBQ07-186 | OBQ07-197 | OBQ08-252 | OBQ09-50 | OBQ10-204,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-periprosthetic-fracture::accepted,Recon,recon,Recon,TKA Periprosthetic Fracture,TKA Periprosthetic Fracture,tka-periprosthetic-fracture,recon-tka-periprosthetic-fracture,,28,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-100 | OBQ05-153 | OBQ13-200 | OBQ13-228 | OBQ14-114 | OBQ14-150 | OBQ14-91 | OBQ16-208 | OBQ16-226 | OBQ17-140,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::open-fractures-management::accepted,Trauma,trauma,Trauma,Open Fractures Management,Open Fractures Management,open-fractures-management,trauma-open-fractures-management,,28,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-135 | OBQ10-50 | OBQ12-220 | OBQ14-128.1 | OBQ14-137 | OBQ14-97 | OBQ18-264 | OBQ19-117 | OBQ19-83 | OBQ20-128,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::talar-neck-fractures::accepted,Trauma,trauma,Trauma,Talar Neck Fractures,Talar Neck Fractures,talar-neck-fractures,trauma-talar-neck-fractures,,28,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-126 | OBQ04-145 | OBQ04-44 | OBQ05-95 | OBQ08-234 | OBQ09-207 | OBQ11-178 | OBQ12-91 | OBQ16-54 | OBQ19-255,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::bone-grafting::accepted,Basic Science,basic-science,Basic Science,Bone Grafting,Bone Grafting,bone-grafting,basic-science-bone-grafting,,27,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-274 | OBQ05-147 | OBQ05-62 | OBQ06-150 | OBQ06-176 | OBQ06-261 | OBQ06-273 | OBQ09-175 | OBQ10-166 | OBQ11-267,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::spinal-cord-injuries::accepted,Spine,spine,Spine,Spinal Cord Injuries,Spinal Cord Injuries,spinal-cord-injuries,spine-spinal-cord-injuries,,27,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-154 | OBQ05-12 | OBQ08-17 | OBQ08-82 | OBQ08-87 | OBQ09-154 | OBQ09-170 | OBQ09-43 | OBQ10-35 | OBQ10-44,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::tibial-plafond-fractures::accepted,Trauma,trauma,Trauma,Tibial Plafond Fractures,Tibial Plafond Fractures,tibial-plafond-fractures,trauma-tibial-plafond-fractures,,27,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-216 | OBQ04-73 | OBQ05-157 | OBQ05-93 | OBQ06-8 | OBQ08-182 | OBQ11-103 | OBQ12-161 | OBQ12-199 | OBQ13-135,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::fracture-healing::accepted,Basic Science,basic-science,Basic Science,Fracture Healing,Fracture Healing,fracture-healing,basic-science-fracture-healing,,26,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-109 | OBQ04-180 | OBQ05-1 | OBQ05-64 | OBQ06-262 | OBQ06-27 | OBQ08-44 | OBQ09-84 | OBQ10-273 | OBQ10-41,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::peripheral-nerve-injury-and-repair::accepted,Hand,hand,Hand,Peripheral Nerve Injury & Repair,Peripheral Nerve Injury & Repair,peripheral-nerve-injury-and-repair,hand-peripheral-nerve-injury-and-repair,,26,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-248 | OBQ04-257 | OBQ05-218 | OBQ05-66 | OBQ08-30 | OBQ09-268 | OBQ12-210 | OBQ12-46 | OBQ13-24 | OBQ13-9,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::exercise-science::accepted,Knee & Sports | Sports,knee-sports,Knee & Sports,Exercise Science,Exercise Science,exercise-science,knee-sports-exercise-science,,26,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-55 | OBQ04-72 | OBQ05-206 | OBQ05-22 | OBQ06-259 | OBQ07-17 | OBQ07-264 | OBQ10-178 | OBQ10-246 | OBQ10-31,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::posterior-shoulder-instability-and-dislocation::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Posterior Shoulder Instability & Dislocation,Posterior Shoulder Instability & Dislocation,posterior-shoulder-instability-and-dislocation,shoulder-elbow-posterior-shoulder-instability-and-dislocation,,26,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-15 | OBQ06-156 | OBQ08-117 | OBQ08-161 | OBQ08-270 | OBQ09-106 | OBQ09-7 | OBQ10-102 | OBQ11-164 | OBQ12-267,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::distal-humerus-fractures::accepted,Trauma,trauma,Trauma,Distal Humerus Fractures,Distal Humerus Fractures,distal-humerus-fractures,trauma-distal-humerus-fractures,,26,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-239 | OBQ05-204 | OBQ09-138 | OBQ12-227 | OBQ13-246 | OBQ14-242 | OBQ14-259 | OBQ15-259 | OBQ15-6 | OBQ18-200,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::achilles-tendon-rupture::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Achilles Tendon Rupture,Achilles Tendon Rupture,achilles-tendon-rupture,foot-ankle-achilles-tendon-rupture,,25,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-136 | OBQ06-270 | OBQ07-54 | OBQ08-269 | OBQ10-36 | OBQ12-36 | OBQ13-146 | OBQ13-51 | OBQ14-200 | OBQ17-192,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::articular-cartilage-defects-knee::accepted,Knee & Sports,knee-sports,Knee & Sports,Articular Cartilage Defects Knee,Articular Cartilage Defects Knee,articular-cartilage-defects-knee,knee-sports-articular-cartilage-defects-knee,,25,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-186 | OBQ08-94 | OBQ10-257 | OBQ11-1 | OBQ13-152 | OBQ13-203 | OBQ13-99 | OBQ20-70 | OBQ21-62 | OBQ22-43,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::soft-tissue-sarcoma::accepted,Pathology,pathology,Pathology,Soft Tissue Sarcoma,Soft Tissue Sarcoma,soft-tissue-sarcoma,pathology-soft-tissue-sarcoma,,25,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-106 | OBQ04-184 | OBQ04-260 | OBQ05-231 | OBQ06-225 | OBQ06-248 | OBQ09-69 | OBQ11-234 | OBQ12-57 | OBQ14-257,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::obstetric-brachial-plexopathy-erb-s-klumpke-s-palsy::accepted,Pediatrics,pediatrics,Pediatrics,"Obstetric Brachial Plexopathy (Erb's, Klumpke's Palsy)","Obstetric Brachial Plexopathy (Erb's, Klumpke's Palsy)",obstetric-brachial-plexopathy-erb-s-klumpke-s-palsy,pediatrics-obstetric-brachial-plexopathy-erb-s-klumpke-s-palsy,,25,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-232 | OBQ10-73 | OBQ11-232 | OBQ12-160 | OBQ12-218 | OBQ13-12 | OBQ13-97 | OBQ14-189 | OBQ14-43 | OBQ15-29,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tha-dislocation::accepted,Recon,recon,Recon,THA Dislocation,THA Dislocation,tha-dislocation,recon-tha-dislocation,,25,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-64 | OBQ06-18 | OBQ08-260 | OBQ09-126 | OBQ09-202 | OBQ09-269 | OBQ09-5 | OBQ10-15.1 | OBQ10-236 | OBQ10-98,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::ankylosing-spondylitis::accepted,Spine,spine,Spine,Ankylosing Spondylitis,Ankylosing Spondylitis,ankylosing-spondylitis,spine-ankylosing-spondylitis,,25,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-50 | OBQ06-154 | OBQ07-14 | OBQ08-77 | OBQ09-12 | OBQ13-162 | OBQ13-236 | OBQ14-7 | OBQ14-77 | OBQ15-27,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::degenerative-spondylolisthesis::accepted,Spine,spine,Spine,Degenerative Spondylolisthesis,Degenerative Spondylolisthesis,degenerative-spondylolisthesis,spine-degenerative-spondylolisthesis,,25,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-16 | OBQ05-24 | OBQ07-56 | OBQ09-66 | OBQ10-143 | OBQ11-37 | OBQ12-5 | OBQ13-111 | OBQ13-198 | OBQ13-7,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::terrible-triad-injury-elbow::accepted,Trauma,trauma,Trauma,Terrible Triad Injury Elbow,Terrible Triad Injury Elbow,terrible-triad-injury-elbow,trauma-terrible-triad-injury-elbow,,25,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-127 | OBQ05-52 | OBQ06-81 | OBQ09-168 | OBQ12-250 | OBQ13-232 | OBQ14-66 | OBQ16-224 | OBQ18-201 | OBQ18-237,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::carpal-tunnel-syndrome::accepted,Hand,hand,Hand,Carpal Tunnel Syndrome,Carpal Tunnel Syndrome,carpal-tunnel-syndrome,hand-carpal-tunnel-syndrome,,24,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-210 | OBQ05-55 | OBQ06-242 | OBQ07-55 | OBQ08-34 | OBQ11-265 | OBQ13-15 | OBQ13-58 | OBQ14-256 | OBQ15-75,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::chondrosarcoma::accepted,Pathology,pathology,Pathology,Chondrosarcoma,Chondrosarcoma,chondrosarcoma,pathology-chondrosarcoma,,24,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-166 | OBQ04-185 | OBQ05-219 | OBQ05-227 | OBQ06-23 | OBQ07-203 | OBQ07-273 | OBQ07-89.1 | OBQ09-41 | OBQ10-136,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::osteochondroma-and-multiple-hereditary-exostosis::accepted,Pathology,pathology,Pathology,Osteochondroma & Multiple Hereditary Exostosis,Osteochondroma & Multiple Hereditary Exostosis,osteochondroma-and-multiple-hereditary-exostosis,pathology-osteochondroma-and-multiple-hereditary-exostosis,,24,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-180 | OBQ06-105 | OBQ06-20 | OBQ07-18.1 | OBQ08-225 | OBQ09-71 | OBQ09-95 | OBQ10-131 | OBQ10-254 | OBQ10-29,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::clubfoot-congenital-talipes-equinovarus::accepted,Pediatrics,pediatrics,Pediatrics,Clubfoot (congenital talipes equinovarus),Clubfoot (congenital talipes equinovarus),clubfoot-congenital-talipes-equinovarus,pediatrics-clubfoot-congenital-talipes-equinovarus,,24,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-35 | OBQ05-123 | OBQ05-129 | OBQ05-31 | OBQ06-255 | OBQ07-245 | OBQ07-31 | OBQ09-174 | OBQ09-62 | OBQ10-122,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::unicompartmental-knee-replacement::accepted,Recon,recon,Recon,Unicompartmental Knee Replacement,Unicompartmental Knee Replacement,unicompartmental-knee-replacement,recon-unicompartmental-knee-replacement,,24,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-25.1 | OBQ04-259 | OBQ05-26 | OBQ06-107 | OBQ07-20.1 | OBQ08-255 | OBQ09-18 | OBQ09-60 | OBQ14-154 | OBQ14-255,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::odontoid-fracture::accepted,Spine,spine,Spine,Odontoid Fracture,Odontoid Fracture,odontoid-fracture,spine-odontoid-fracture,,24,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-263 | OBQ08-78 | OBQ10-130 | OBQ10-185 | OBQ11-263 | OBQ12-103 | OBQ12-116 | OBQ12-65 | OBQ14-110 | OBQ20-174,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::proximal-third-tibia-fracture::accepted,Trauma,trauma,Trauma,Proximal Third Tibia Fracture,Proximal Third Tibia Fracture,proximal-third-tibia-fracture,trauma-proximal-third-tibia-fracture,,24,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-255 | OBQ06-201 | OBQ06-269 | OBQ06-275 | OBQ09-176 | OBQ09-189 | OBQ10-140 | OBQ11-161 | OBQ11-193 | OBQ11-264,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::5th-metatarsal-base-fracture::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,5th Metatarsal Base Fracture,5th Metatarsal Base Fracture,5th-metatarsal-base-fracture,foot-ankle-5th-metatarsal-base-fracture,,23,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-211 | OBQ06-155 | OBQ06-173 | OBQ11-40 | OBQ12-168 | OBQ14-244 | OBQ17-45 | OBQ21-95 | OBQ22-8 | SBQ07SM-41,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::peroneal-tendon-tears-and-instability::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Peroneal Tendon Tears and Instability,Peroneal Tendon Tears and Instability,peroneal-tendon-tears-and-instability,foot-ankle-peroneal-tendon-tears-and-instability,,23,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-258 | OBQ07-41.1 | OBQ08-10 | OBQ10-100 | OBQ11-95 | OBQ12-221 | OBQ12-275 | OBQ13-11 | OBQ13-252 | OBQ14-147,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::suprascapular-neuropathy::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Suprascapular Neuropathy,Suprascapular Neuropathy,suprascapular-neuropathy,shoulder-elbow-suprascapular-neuropathy,,23,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-127 | OBQ05-131 | OBQ05-15 | OBQ05-202 | OBQ07-107 | OBQ10-168 | OBQ11-179 | OBQ12-24 | OBQ13-42 | OBQ16-112,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::leg-compartment-syndrome::accepted,Trauma,trauma,Trauma,Leg Compartment Syndrome,Leg Compartment Syndrome,leg-compartment-syndrome,trauma-leg-compartment-syndrome,,23,TRUE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-87 | OBQ05-191 | OBQ06-129 | OBQ06-97 | OBQ07-105 | OBQ07-256 | OBQ08-145 | OBQ08-170 | OBQ10-23 | OBQ11-75,specialty:csv-normalized | topic:source-normalized
